reported_date,school_board,municipality,confirmed_student_cases
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Toronto District School Board,Etobicoke,1
2020-09-23,Ottawa-Carleton District School Board,Ottawa,1
2020-09-23,Ottawa-Carleton District School Board,Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Thames Valley District School Board,London,1
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Peel District School Board,Brampton,0
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Halton Catholic District School Board,Milton,0
2020-09-23,Waterloo Region District School Board,Kitchener,1
2020-09-23,Waterloo Region District School Board,Kitchener,1
2020-09-23,Waterloo Region District School Board,Kitchener,1
2020-09-23,Waterloo Region District School Board,Cambridge ,1
2020-09-23,Halton Catholic District School Board,Oakville,0
2020-09-23,Halton Catholic District School Board,Oakville,0
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Toronto District School Board,Etobicoke,0
2020-09-23,Toronto District School Board,Toronto,0
2020-09-23,Toronto Catholic District School Board,Toronto,1
2020-09-23,Toronto Catholic District School Board,Toronto,2
2020-09-23,Peel District School Board,Mississauga,0
2020-09-23,Dufferin Peel Catholic District School Board,Orangeville,0
2020-09-23,Trillium Lakelands District School Board,Huntsville,0
2020-09-23,Ottawa Catholic District School Board,Nepean,1
2020-09-23,Ottawa Catholic District School Board,Nepean,1
2020-09-23,Conseil scolaire de district catholique de l'Est ontarien,Rockland,1
2020-09-23,Toronto District School Board,Toronto,1
2020-09-23,Conseil scolaire de district catholique de l'Est ontarien,Embrun,0
2020-09-23,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-23,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-23,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-23,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-23,Ottawa-Carleton District School Board,Orleans,1
2020-09-23,Ottawa-Carleton District School Board,Ottawa,1
2020-09-23,Ottawa-Carleton District School Board,Ottawa,0
2020-09-23,Conseil des écoles publiques de l’Est de l’Ontario,Orleans,1
2020-09-23,Durham District School Board,Ajax,1
2020-09-23,Hamilton Wentworth Catholic District School Board,Oakville,0
2020-09-23,Halton Catholic District School Board,Oakville,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-24,Conseil Scolaire Viamonde,Pickering,0
2020-09-24,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-24,Durham District School Board,Pickering,2
2020-09-24,Halton Catholic District School Board,Oakville,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Peel District School Board,Mississauga,1
2020-09-24,Peel District School Board,Brampton,1
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Renfrew County District School Board,Pembroke,1
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Waterloo Region District School Board,Waterloo,0
2020-09-24,York Region District School Board,Markham,1
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Ottawa Catholic District School Board,Ottawa,2
2020-09-24,Ottawa Catholic District School Board,Ottawa,2
2020-09-24,Simcoe County District School Board,Orillia,0
2020-09-24,Windsor-Essex Catholic District School Board,Amherstburg,1
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,York Region District School Board,Woodbridge,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-24,Ottawa Catholic District School Board,Ottawa,1
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-24,York Region District School Board,Maple,0
2020-09-24,Waterloo Catholic District School Board,Cambridge ,1
2020-09-24,York Region District School Board,Markham,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Halton District School Board,Oakville,0
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Ottawa Catholic District School Board,Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-24,Durham District School Board,Ajax,1
2020-09-24,Halton Catholic District School Board,Oakville,0
2020-09-24,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-24,York Region District School Board,Vaughan,0
2020-09-24,York Region District School Board,Thornhill,0
2020-09-24,Niagara Catholic District School Board,Niagara Falls,0
2020-09-24,Grand Erie District School Board,Brantford,0
2020-09-24,Simcoe Muskoka Catholic District School Board,Barrie,0
2020-09-24,Keewatin-Patricia District School Board,Balmertown,1
2020-09-24,Hamilton Wentworth Catholic District School Board,Ancaster,1
2020-09-24,Toronto Catholic District School Board,Toronto,0
2020-09-24,Conseil scolaire catholique Providence,Windsor,1
2020-09-24,Durham District School Board,Pickering,2
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-24,Dufferin Peel Catholic District School Board,Caledon,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,District School Board of Niagara,Welland,0
2020-09-24,York Catholic District School Board,Woodbridge,0
2020-09-24,Halton District School Board,Oakville,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Conseil scolaire catholique MonAvenir,Whitby,1
2020-09-24,Waterloo Region District School Board,Elmira,1
2020-09-24,Greater Essex County District School Board,Kingsville,1
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,1
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Simcoe Muskoka Catholic District School Board,Tottenham,0
2020-09-24,Simcoe County District School Board,Barrie,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Ottawa Catholic District School Board,Ottawa,1
2020-09-24,York Region District School Board,Maple,0
2020-09-24,Catholic District School Board of Eastern Ontario,Kemptville,0
2020-09-24,Halton Catholic District School Board,Milton,0
2020-09-24,Conseil Scolaire Viamonde,Oshawa,1
2020-09-24,Toronto Catholic District School Board,Toronto,1
2020-09-24,Toronto Catholic District School Board,Toronto,1
2020-09-24,Toronto Catholic District School Board,Toronto,1
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Halton District School Board,Oakville,0
2020-09-24,Peel District School Board,Caledon,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Thames Valley District School Board,London,1
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Halton Catholic District School Board,Milton,0
2020-09-24,Waterloo Region District School Board,Kitchener,1
2020-09-24,Waterloo Region District School Board,Kitchener,1
2020-09-24,Waterloo Region District School Board,Kitchener,1
2020-09-24,Waterloo Region District School Board,Cambridge ,1
2020-09-24,Halton Catholic District School Board,Oakville,0
2020-09-24,Halton Catholic District School Board,Oakville,0
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto District School Board,Toronto,0
2020-09-24,Toronto Catholic District School Board,Toronto,1
2020-09-24,Toronto Catholic District School Board,Toronto,2
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Dufferin Peel Catholic District School Board,Orangeville,0
2020-09-24,Trillium Lakelands District School Board,Huntsville,0
2020-09-24,Ottawa Catholic District School Board,Nepean,1
2020-09-24,Ottawa Catholic District School Board,Nepean,1
2020-09-24,Conseil scolaire de district catholique de l'Est ontarien,Rockland,1
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Conseil scolaire de district catholique de l'Est ontarien,Embrun,0
2020-09-24,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-24,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-24,Dufferin Peel Catholic District School Board,Brampton,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Dufferin Peel Catholic District School Board,Mississauga,0
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Ottawa-Carleton District School Board,Orleans,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,0
2020-09-24,Conseil des écoles publiques de l’Est de l’Ontario,Orleans,1
2020-09-24,Durham District School Board,Ajax,1
2020-09-24,Hamilton Wentworth Catholic District School Board,Hamilton,0
2020-09-24,Halton Catholic District School Board,Oakville,0
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Waterloo Region District School Board,Kitchener,1
2020-09-24,Waterloo Region District School Board,Kitchener,2
2020-09-24,Waterloo Region District School Board,Kitchener,1
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Toronto Catholic District School Board,Toronto,1
2020-09-24,Waterloo Catholic District School Board,Waterloo,1
2020-09-24,Toronto District School Board,Toronto,1
2020-09-24,Conseil Scolaire Viamonde,Toronto,1
2020-09-24,Grand Erie District School Board,Brantford,0
2020-09-24,Lakehead District School Board,Thunder Bay,1
2020-09-24,Peel District School Board,Mississauga,0
2020-09-24,Peel District School Board,Brampton,0
2020-09-24,Durham Catholic District School Board,Whitby,1
2020-09-24,Conseil scolaire catholique MonAvenir,Aurora,1
2020-09-24,Brant Haldimand Norfolk Catholic District School Board,Brantford,1
2020-09-24,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-24,Peel District School Board ,Brampton,0
2020-09-24,Ottawa Catholic District School Board,Ottawa,1
2020-09-24,Ottawa Catholic District School Board,Ottawa,1
2020-09-24,Ottawa Catholic District School Board,Ottawa,2
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Ottawa-Carleton District School Board,Ottawa,1
2020-09-24,Ottawa Catholic District School Board,Nepean,1
2020-09-24,Waterloo Region District School Board,Cambridge ,1
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,0
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,2
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,3
2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-25,Conseil des écoles publiques de l’Est de l’Ontario,Ottawa,0
2020-09-25,Conseil Scolaire Viamonde,Pickering,0
2020-09-25,Dufferin Peel Catholic District School Board,Mississauga,1
2020-09-25,Durham District School Board,Pickering,2
2020-09-25,Halton Catholic District School Board,Oakville,0
2020-09-25,Peel District School Board,Mississauga,0
2020-09-25,Peel District School Board,Mississauga,1
2020-09-25,Peel District School Board,Brampton,1
2020-09-25,Peel District School Board,Brampton,0
2020-09-25,Peel District School Board,Brampton,0
2020-09-25,Peel District School Board,Mississauga,0
2020-09-25,Renfrew County District School Board,Pembroke,1
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Waterloo Region District School Board,Waterloo,0
2020-09-25,York Region District School Board,Markham,1
2020-09-25,Peel District School Board,Mississauga,0
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Toronto District School Board,Toronto,0
2020-09-25,Conseil des écoles catholiques du Centre-Est (CECCE),Ottawa,1
2020-09-25,Ottawa Catholic District School Board,Ottawa,2
2020-09-25,Ottawa Catholic District School Board,Ottawa,2
2020-09-25,Simcoe County District School Board,Orillia,0
2020-09-25,Windsor-Essex Catholic District School Board,Amherstburg,1
